participantId,teamId,championId,spell1Id,spell2Id,stats.participantId,stats.win,stats.item0,stats.item1,stats.item2,stats.item3,stats.item4,stats.item5,stats.item6,stats.kills,stats.deaths,stats.assists,stats.largestKillingSpree,stats.largestMultiKill,stats.killingSprees,stats.longestTimeSpentLiving,stats.doubleKills,stats.tripleKills,stats.quadraKills,stats.pentaKills,stats.unrealKills,stats.totalDamageDealt,stats.magicDamageDealt,stats.physicalDamageDealt,stats.trueDamageDealt,stats.largestCriticalStrike,stats.totalDamageDealtToChampions,stats.magicDamageDealtToChampions,stats.physicalDamageDealtToChampions,stats.trueDamageDealtToChampions,stats.totalHeal,stats.totalUnitsHealed,stats.damageSelfMitigated,stats.damageDealtToObjectives,stats.damageDealtToTurrets,stats.visionScore,stats.timeCCingOthers,stats.totalDamageTaken,stats.magicalDamageTaken,stats.physicalDamageTaken,stats.trueDamageTaken,stats.goldEarned,stats.goldSpent,stats.turretKills,stats.inhibitorKills,stats.totalMinionsKilled,stats.neutralMinionsKilled,stats.totalTimeCrowdControlDealt,stats.champLevel,stats.visionWardsBoughtInGame,stats.sightWardsBoughtInGame,stats.firstBloodKill,stats.firstBloodAssist,stats.firstTowerKill,stats.firstTowerAssist,stats.firstInhibitorKill,stats.firstInhibitorAssist,stats.combatPlayerScore,stats.objectivePlayerScore,stats.totalPlayerScore,stats.totalScoreRank,stats.playerScore0,stats.playerScore1,stats.playerScore2,stats.playerScore3,stats.playerScore4,stats.playerScore5,stats.playerScore6,stats.playerScore7,stats.playerScore8,stats.playerScore9,stats.perk0,stats.perk0Var1,stats.perk0Var2,stats.perk0Var3,stats.perk1,stats.perk1Var1,stats.perk1Var2,stats.perk1Var3,stats.perk2,stats.perk2Var1,stats.perk2Var2,stats.perk2Var3,stats.perk3,stats.perk3Var1,stats.perk3Var2,stats.perk3Var3,stats.perk4,stats.perk4Var1,stats.perk4Var2,stats.perk4Var3,stats.perk5,stats.perk5Var1,stats.perk5Var2,stats.perk5Var3,stats.perkPrimaryStyle,stats.perkSubStyle,stats.statPerk0,stats.statPerk1,stats.statPerk2,timeline.participantId,timeline.role,timeline.lane,subType,gameLength,timeline.creepsPerMinDeltas.10-20,timeline.creepsPerMinDeltas.0-10,timeline.xpPerMinDeltas.10-20,timeline.xpPerMinDeltas.0-10,timeline.goldPerMinDeltas.10-20,timeline.goldPerMinDeltas.0-10,timeline.damageTakenPerMinDeltas.10-20,timeline.damageTakenPerMinDeltas.0-10,timeline.csDiffPerMinDeltas.10-20,timeline.csDiffPerMinDeltas.0-10,timeline.xpDiffPerMinDeltas.10-20,timeline.xpDiffPerMinDeltas.0-10,timeline.damageTakenDiffPerMinDeltas.10-20,timeline.damageTakenDiffPerMinDeltas.0-10,stats.neutralMinionsKilledTeamJungle,stats.neutralMinionsKilledEnemyJungle,stats.wardsPlaced,stats.wardsKilled,timeline.creepsPerMinDeltas.30-end,timeline.creepsPerMinDeltas.20-30,timeline.xpPerMinDeltas.30-end,timeline.xpPerMinDeltas.20-30,timeline.goldPerMinDeltas.30-end,timeline.goldPerMinDeltas.20-30,timeline.csDiffPerMinDeltas.30-end,timeline.csDiffPerMinDeltas.20-30,timeline.xpDiffPerMinDeltas.30-end,timeline.xpDiffPerMinDeltas.20-30,timeline.damageTakenPerMinDeltas.30-end,timeline.damageTakenPerMinDeltas.20-30,timeline.damageTakenDiffPerMinDeltas.30-end,timeline.damageTakenDiffPerMinDeltas.20-30,highestAchievedSeasonTier
9,200,236,7,4,9,False,1054,3144,3006,1043,0,0,3340,1,6,1,0,1,0,372,0,0,0,0,0,53103,2286,50817,0,0,6730,841,5889,0,954,3,9179,247,247,5,2,24470,11450,12565,454,5201,4200,0,0,106,0,13,10,0,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,709,590,118,8009,233,200,0,9104,0,0,0,8014,73,0,0,8275,7,0,0,8236,14,0,0,8000,8200,5005,5008,5002,9,DUO_CARRY,BOTTOM,420,1261,5.4,5.199999999999999,386.1,215.2,257.5,200.0,1432.8000000000002,614.8,-1.5499999999999996,-1.25,-73.80000000000001,-102.95000000000003,381.15000000000003,189.49999999999997,0.0,0.0,3.0,1.0,,,,,,,,,,,,,,,
9,200,81,7,4,9,True,3042,3025,3812,3158,3814,3155,3363,10,9,13,4,1,2,529,0,0,0,0,0,209920,34791,168305,6823,0,37962,7550,28191,2220,4331,4,19019,20527,2105,23,16,27523,12218,13747,1557,15135,14250,1,0,192,28,450,16,0,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,710,0,0,8009,9218,500,0,9103,30,0,0,8014,909,0,0,8345,3,0,0,8347,0,0,0,8000,8300,5005,5008,5002,9,DUO_CARRY,BOTTOM,420,2177,6.800000000000001,5.2,398.8,283.7,401.1,255.1,841.2,385.3,-0.5999999999999996,-0.5499999999999998,-19.049999999999955,27.349999999999994,-58.75000000000006,-38.95,20.0,1.0,11.0,5.0,5.0,4.5,843.6,372.4,588.2,402.29999999999995,1.8,-2.55,463.1000000000001,-243.19999999999996,1223.8,866.3,-1124.0,-98.49999999999994,
5,100,523,7,4,5,False,3140,3031,3006,3085,3046,3072,3363,13,9,4,3,2,5,609,3,0,0,0,0,375529,3001,357345,15181,1027,57241,1585,49544,6111,8349,3,44714,24470,6352,49,46,40970,18131,20046,2793,21094,21880,2,1,317,54,433,18,0,0,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,625,0,0,8009,2324,500,0,9103,29,0,0,8014,1278,0,0,8275,17,0,0,8236,48,0,0,8000,8200,5005,5008,5002,5,DUO_CARRY,BOTTOM,420,2852,8.0,6.8999999999999995,486.70000000000005,279.1,547.8,244.3,741.4,234.1,-0.5499999999999998,-0.5500000000000003,23.299999999999983,5.599999999999994,29.899999999999977,38.24999999999997,31.0,12.0,15.0,9.0,5.8,6.9,497.5333333333333,478.40000000000003,482.2666666666667,417.09999999999997,0.6,1.0000000000000002,-132.10000000000002,-107.80000000000001,1292.0,636.2,620.9333333333334,30.299999999999955,
10,200,81,7,4,10,True,3042,3153,3025,3158,3812,3033,3363,19,3,9,11,2,3,633,4,0,0,0,0,290172,46808,227372,15991,0,57030,15679,39471,1880,8020,5,26915,35873,14881,31,21,27238,12329,13298,1611,20004,16775,6,3,216,57,491,17,1,0,False,False,True,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,998,0,0,8009,14223,500,0,9103,20,20,0,8014,1230,0,0,8345,3,0,0,8347,0,0,0,8000,8300,5005,5008,5002,10,DUO_CARRY,BOTTOM,420,2199,7.800000000000001,6.2,496.4,294.20000000000005,575.4,288.9,693.3,299.3,-0.8999999999999999,-1.3000000000000003,112.00000000000006,-16.14999999999999,-180.94999999999996,-69.24999999999999,24.0,21.0,11.0,7.0,5.2,4.1,560.0,494.59999999999997,563.8,641.0,-1.2000000000000002,-1.5499999999999998,-102.20000000000005,37.849999999999994,932.4,968.6,-431.29999999999995,-280.79999999999995,
5,100,235,21,4,5,False,3022,3123,3134,3864,3009,0,3364,3,8,8,0,1,0,328,0,0,0,0,0,36174,905,35269,0,246,17359,905,16453,0,10796,5,9919,61,61,36,34,22030,12198,9757,74,6803,6625,0,0,19,0,141,12,3,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,941,717,0,8463,434,0,0,8473,347,0,0,8453,940,265,0,8009,1852,500,0,9104,22,50,0,8400,8000,5008,5008,5002,5,DUO_SUPPORT,BOTTOM,420,1540,1.2,0.5,348.3,249.2,277.2,216.1,739.0,478.8,-0.85,-0.7499999999999998,-27.19999999999999,-55.25000000000003,65.65000000000003,131.05000000000007,0.0,0.0,11.0,9.0,,,,,,,,,,,,,,,
3,100,67,7,4,3,False,1054,3153,3006,3124,3046,3072,3340,15,8,6,3,2,4,391,1,0,0,0,0,142621,5414,108979,28227,526,33842,2266,21420,10156,2858,3,20808,10357,1182,24,15,21121,7318,13288,514,15421,14175,2,0,172,12,54,14,1,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,2122,1079,1042,9101,7171,6250,0,9103,21,50,0,8014,603,0,0,8275,9,0,0,8236,28,0,0,8000,8200,5005,5008,5002,3,DUO_CARRY,BOTTOM,420,1825,5.6,6.3,445.1,285.2,521.3,330.1,552.4,384.20000000000005,-0.6999999999999997,-0.5999999999999999,-30.099999999999994,-22.55000000000001,-143.14999999999998,59.34999999999998,8.0,0.0,6.0,8.0,,5.3,,522.2,,620.6,,0.6499999999999999,,-187.79999999999998,,986.1999999999999,,89.35000000000008,
2,100,110,7,4,2,True,1055,3153,3006,3124,0,0,3363,7,2,6,4,2,2,737,1,0,0,0,0,94430,5355,80654,8419,0,9393,1237,8010,145,1828,2,5635,15053,7215,10,15,12630,3258,8636,734,9253,8000,3,1,137,8,222,12,0,0,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8008,1,30,0,9111,479,260,0,9104,16,30,0,8014,275,0,0,8275,3,0,0,8236,14,0,0,8000,8200,5005,5008,5002,2,DUO_CARRY,BOTTOM,420,1318,5.0,7.8,392.3,330.1,435.59999999999997,339.7,813.4,222.4,-1.2500000000000002,0.44999999999999973,19.5,9.700000000000003,-57.30000000000001,14.799999999999997,8.0,0.0,6.0,1.0,,,,,,,,,,,,,,,
2,100,81,12,4,2,False,3042,3025,1054,3158,3133,1029,3363,0,5,3,0,0,0,609,0,0,0,0,0,119586,15932,100398,3255,0,15710,4747,10957,5,866,1,10661,3616,2291,22,10,17148,6708,8786,1653,8859,7900,1,0,190,4,310,13,0,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,97,0,0,8009,565,300,0,9103,0,0,0,8014,188,0,0,8345,3,0,0,8347,0,0,0,8000,8300,5005,5008,5002,2,DUO_CARRY,BOTTOM,420,1744,7.2,7.699999999999999,395.6,293.9,330.4,267.4,374.5,365.4,-1.25,-0.10000000000000031,-68.30000000000004,-38.49999999999997,-150.70000000000005,-25.44999999999999,4.0,0.0,7.0,10.0,,,,,,,,,,,,,,,
10,200,22,7,4,10,True,1055,3153,3006,3085,3133,3105,3363,4,8,7,0,1,0,622,0,0,0,0,0,140748,3379,123113,14255,281,16191,2931,13259,0,2611,4,9376,7362,3665,19,36,20432,6460,13378,594,10875,9700,1,0,213,8,731,14,0,0,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8008,2,10,0,8009,1548,500,0,9104,19,0,0,8014,294,0,0,8275,12,0,0,8236,28,0,0,8000,8200,5005,5008,5002,10,DUO_CARRY,BOTTOM,420,1929,8.100000000000001,8.100000000000001,404.9,292.70000000000005,372.7,258.20000000000005,437.79999999999995,240.7,-0.20000000000000018,0.3500000000000003,-43.849999999999994,-9.199999999999989,-61.85000000000002,2.8999999999999773,8.0,0.0,7.0,2.0,,4.1,,386.20000000000005,,315.5,,-2.1999999999999993,,-286.29999999999995,,1071.4,,131.35000000000002,
7,200,222,7,4,7,True,1055,3095,3006,3094,1038,1037,3340,7,7,10,3,2,2,408,1,0,0,0,0,91840,7569,76869,7401,436,18427,2562,15421,444,1285,3,6971,13330,6703,14,26,14656,4624,9634,397,10016,9575,3,1,114,12,107,12,0,0,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8008,2,20,0,8009,2558,500,0,9104,15,30,0,8014,401,0,0,8275,9,0,0,8236,14,0,0,8000,8200,5005,5008,5002,7,DUO_CARRY,BOTTOM,420,1507,4.5,6.0,387.5,298.4,466.40000000000003,248.2,890.5,213.7,-1.6500000000000004,-1.0499999999999998,-71.65000000000003,-53.89999999999998,-220.55000000000007,38.25,8.0,0.0,7.0,1.0,,,,,,,,,,,,,,,
2,100,145,7,4,2,False,3043,3802,3006,3124,3115,0,2052,10,10,17,2,2,4,182,1,0,0,0,0,52999,9764,43234,0,0,21068,6947,14121,0,2257,3,6190,118,118,0,0,17555,13995,2918,640,11208,10900,0,0,58,0,0,17,0,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,1180,731,449,9111,454,270,0,9104,5,20,0,8014,790,0,0,8275,11,0,0,8236,24,0,0,8000,8200,5005,5008,5002,2,DUO_SUPPORT,NONE,450,1036,,4.1,,722.7,,527.7,,746.4,,0.05999999999999983,,-104.58000000000015,,243.04000000000013,,,,,,,,,,,,,,,,,,,
4,100,523,7,4,4,False,1055,3031,3006,3085,0,0,3340,3,10,2,3,2,1,286,1,0,0,0,0,90165,1440,88724,0,480,11585,480,11104,0,1192,3,5185,1643,950,6,12,15758,2924,12283,550,7863,7600,0,0,136,5,165,11,0,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,90,0,0,8009,280,500,0,9103,0,0,0,8014,104,0,0,8275,8,0,0,8236,14,0,0,8000,8200,5005,5008,5002,4,DUO_CARRY,BOTTOM,430,1566,4.4,6.5,274.8,315.6,293.4,286.0,617.0,239.89999999999998,-1.6499999999999997,-0.44999999999999973,-186.65,23.05000000000001,114.79999999999995,-16.049999999999983,4.0,0.0,3.0,1.0,,,,,,,,,,,,,,,
2,100,238,14,4,2,True,3142,3147,3117,3179,3814,3033,3340,12,8,11,3,1,3,560,0,0,0,0,0,171261,8173,155242,7844,0,38240,1247,32410,4581,1856,1,15032,8914,6671,51,6,29289,14556,13221,1511,16452,15125,2,0,208,20,114,18,1,0,True,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,2601,0,0,8143,968,0,0,8138,18,0,0,8106,5,0,0,8473,898,0,0,8446,1540,0,0,8100,8400,5008,5008,5002,2,DUO,MIDDLE,430,2395,7.0,5.9,631.3,436.6,498.2,264.0,620.8,338.7,,,,,,,8.0,6.0,13.0,19.0,2.4,6.2,438.0,619.6,367.0,494.0,,,,,1179.6,1074.8000000000002,,,
6,200,235,21,4,6,True,3009,3022,3179,3864,1036,1028,3364,5,6,15,4,1,1,683,0,0,0,0,0,51616,679,50320,616,328,19753,679,18667,406,14732,5,11114,5458,3196,61,37,20730,7866,12374,490,9698,7725,1,0,27,0,168,13,1,0,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,769,596,0,8463,703,0,0,8473,545,0,0,8453,1308,419,0,8009,4158,500,0,9104,21,10,0,8400,8000,5008,5008,5002,6,DUO_SUPPORT,BOTTOM,420,1909,1.0,0.3,316.7,276.4,330.1,224.79999999999998,821.4000000000001,225.3,-0.5000000000000002,-0.2000000000000004,88.75000000000003,5.449999999999974,8.500000000000057,-67.85,0.0,0.0,19.0,21.0,,1.2000000000000002,,377.9,,266.0,,0.050000000000000044,,-16.849999999999966,,884.4000000000001,,-127.80000000000001,
1,100,523,7,4,1,True,1054,3031,3006,3086,0,0,3363,2,4,10,2,2,1,411,1,0,0,0,0,71331,809,65462,5060,465,10120,733,9386,0,1691,3,4056,4019,2962,8,13,8830,4444,3844,540,7177,6400,2,0,119,8,73,11,0,0,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,132,0,0,8009,1549,500,0,9103,0,0,0,8014,257,0,0,8275,7,0,0,8236,14,0,0,8000,8200,5005,5008,5002,1,DUO_CARRY,BOTTOM,420,1223,4.9,7.0,447.3,336.5,346.1,310.4,571.1,263.0,-1.1,-1.2500000000000004,101.4,34.00000000000003,-325.59999999999997,-126.75,4.0,0.0,4.0,2.0,,,,,,,,,,,,,,,
1,100,81,7,4,1,True,3042,3387,3158,3812,0,0,3363,8,5,10,4,1,1,351,0,0,0,0,0,127998,12405,114284,1307,0,19565,5031,14014,519,2018,3,8400,8358,4777,18,6,11959,2905,8737,316,11549,10175,3,1,169,8,217,14,1,0,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,150,0,0,8009,4903,500,0,9103,21,30,0,8014,411,0,0,8347,0,0,0,8345,3,0,0,8000,8300,5005,5008,5002,1,DUO_CARRY,BOTTOM,420,1493,8.2,5.4,483.6,273.1,446.9,322.79999999999995,590.4000000000001,444.3,1.4500000000000004,-0.3999999999999999,-33.69999999999999,0.9000000000000199,-98.29999999999995,-124.05,4.0,4.0,7.0,2.0,,,,,,,,,,,,,,,
2,100,523,7,4,2,True,1055,3031,3006,3085,3086,0,3363,7,2,13,3,2,2,605,1,0,0,0,0,122107,1541,112663,7903,604,24490,976,22820,694,3109,3,6629,9888,9888,10,26,13571,1932,11578,60,11279,9075,3,0,127,20,193,13,1,0,False,False,True,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,385,0,0,8009,1585,500,0,9103,19,40,0,8014,535,0,0,8275,7,0,0,8236,14,0,0,8000,8200,5005,5008,5002,2,DUO,BOTTOM,420,1295,4.6,6.800000000000001,461.9,335.3,546.3,354.6,883.3,256.8,,,,,,,12.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
3,100,246,6,4,3,False,3142,3117,3179,3814,3031,3031,3364,15,7,9,5,2,3,495,3,0,0,0,0,104404,7307,96955,140,5,29651,2141,27509,0,1638,1,8863,4062,3199,27,18,26176,16904,8536,735,17581,16350,1,1,108,6,66,17,0,0,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8128,1558,25,0,8143,1062,0,0,8138,18,0,0,8105,16,5,0,9111,1474,480,0,8014,910,0,0,8100,8000,5008,5008,5002,3,DUO,TOP,900,1349,3.9000000000000004,6.0,1006.9,572.0,773.0,787.7,1542.0,573.1,,,,,,,4.0,0.0,0.0,13.0,,,,,,,,,,,,,,,
2,100,81,7,4,2,False,3042,3025,3158,3812,3123,1036,3363,5,7,11,3,1,1,847,0,0,0,0,0,150753,20242,125931,4578,0,16071,4090,11648,332,2584,3,18726,4063,4063,13,4,19606,5455,13424,726,12102,11250,2,0,191,10,260,14,0,0,True,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,258,0,0,8009,4245,500,0,9103,25,30,0,8014,408,0,0,8345,3,0,0,8347,0,0,0,8000,8300,5005,5008,5002,2,DUO_CARRY,BOTTOM,420,1749,7.5,6.7,407.4,280.3,421.29999999999995,346.9,825.1,331.2,-0.6000000000000001,-0.3500000000000001,-76.80000000000001,11.34999999999998,-47.30000000000001,-117.04999999999995,10.0,0.0,7.0,0.0,,,,,,,,,,,,,,,
5,100,81,7,4,5,True,3042,3025,3158,1053,3133,1054,3340,4,3,6,4,1,1,659,0,0,0,0,0,100084,12122,87961,0,0,12577,3627,8949,0,1129,2,7397,8442,4542,12,2,13345,6788,5657,900,9244,8500,1,0,174,2,65,12,0,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,135,0,0,8009,2602,500,0,9103,0,0,0,8014,259,0,0,8347,0,0,0,8345,3,0,0,8000,8300,5005,5008,5002,5,DUO_CARRY,BOTTOM,420,1457,7.6,8.1,482.90000000000003,275.70000000000005,459.3,250.89999999999998,551.3,246.5,-0.7,-0.10000000000000031,87.30000000000004,-7.5,-228.5,-68.70000000000002,2.0,0.0,5.0,3.0,,,,,,,,,,,,,,,
10,200,163,7,4,10,True,1056,1028,3020,3285,3165,1026,3363,6,5,18,6,1,1,851,0,0,0,0,0,112049,97122,14166,760,0,26921,25513,647,760,6503,2,10142,6768,680,17,19,20118,2970,17029,119,10662,9525,0,0,140,4,345,15,1,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,1193,0,0,8126,792,0,0,8138,30,0,0,8135,4677,5,0,8226,250,904,0,8237,549,0,0,8100,8200,5008,5008,5002,10,DUO_CARRY,BOTTOM,420,1794,5.4,5.1,555.3,239.5,468.4,209.3,593.3,415.9,0.3999999999999999,-0.7499999999999998,160.05,-65.69999999999999,-296.85,126.75,0.0,4.0,7.0,3.0,,,,,,,,,,,,,,,
8,200,110,7,4,8,False,3142,3158,3179,3033,3814,0,3363,11,5,2,5,2,2,780,2,0,0,0,0,136585,4771,128095,3719,0,22651,3045,19606,0,3090,2,5986,1906,1906,28,35,15203,6199,8599,404,13743,12100,1,0,201,3,331,14,0,0,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229,2129,0,0,8226,250,541,0,8210,0,0,0,8237,549,0,0,8304,9,0,0,8345,3,0,0,8200,8300,5008,5008,5002,8,DUO_CARRY,BOTTOM,420,1752,7.699999999999999,5.4,470.3,312.1,593.8,344.1,614.4,329.5,1.15,0.09999999999999987,-56.25000000000003,-20.94999999999999,33.19999999999996,-96.05000000000007,2.0,0.0,6.0,11.0,,,,,,,,,,,,,,,
7,200,81,7,4,7,True,3004,3078,1055,3158,0,0,3340,10,1,1,10,2,1,794,4,0,0,0,0,73959,7145,59896,6918,0,12476,2009,10018,448,985,3,3142,4234,3937,5,5,7752,1802,5861,88,8244,7533,1,0,125,0,75,9,0,0,False,False,True,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,211,0,0,8009,2268,500,0,9103,0,0,0,8014,297,0,0,8345,3,0,0,8347,0,0,0,8000,8300,5005,5008,5002,7,DUO_SUPPORT,NONE,420,917,,7.1,,353.9,,451.9,,384.40000000000003,,0.10000000000000009,,78.83999999999997,,-78.80000000000003,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,,
5,100,523,7,4,5,True,3072,3006,1038,3031,3085,3046,3363,17,5,16,5,2,5,619,4,0,0,0,0,251885,5030,244329,2526,872,44745,2982,41143,620,3273,3,13706,19443,11512,31,36,20863,4846,12487,3529,17144,15350,6,2,227,32,220,16,0,0,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,835,0,0,8009,3086,500,0,9103,20,50,0,8299,677,0,0,8275,12,0,0,8236,28,0,0,8000,8200,5005,5008,5002,5,DUO,BOTTOM,420,1960,7.6,6.0,476.4,278.8,542.4,274.7,532.4,305.1,,,,,,,23.0,4.0,7.0,9.0,,5.3,,624.3,,631.9,,,,,,930.8,,,
7,200,86,14,4,7,False,1054,3047,3078,0,0,0,3340,1,2,0,0,1,0,970,0,0,0,0,0,71402,0,65846,5555,0,5441,0,4400,1040,530,1,16599,416,0,11,10,13229,1519,10842,866,6188,5408,0,0,133,6,64,12,1,0,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,161,0,0,9111,0,20,0,9105,0,0,0,8014,0,0,0,8473,213,0,0,8446,0,0,0,8000,8400,5005,5008,5002,7,SOLO,MIDDLE,420,1244,6.0,7.3,432.5,454.4,320.0,239.8,846.6,375.5,-1.0,-0.2999999999999998,-59.29999999999998,-10.100000000000051,410.40000000000003,136.5,6.0,0.0,4.0,4.0,,,,,,,,,,,,,,,
10,200,246,11,4,10,False,1412,3179,3117,3134,0,0,3364,4,3,5,4,1,1,888,0,0,0,0,0,100295,11491,81139,7665,0,11144,820,9991,333,6513,1,7929,3915,464,24,24,18009,4705,12688,615,8402,7425,0,0,24,93,202,12,2,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,550,0,0,8143,298,0,0,8138,10,0,0,8105,13,4,0,8234,11018,0,0,8232,5,30,0,8100,8200,5008,5008,5002,10,NONE,JUNGLE,420,1728,1.0,0.0,385.4,261.9,370.7,221.9,702.2,594.8,-0.9999999999999999,-0.5,-133.70000000000002,-98.30000000000003,44.80000000000001,-43.60000000000002,58.0,12.0,2.0,9.0,,,,,,,,,,,,,,,
1,100,246,6,4,1,False,3142,3814,3031,3147,3031,1038,3340,20,11,8,7,2,5,452,2,0,0,0,0,87311,7089,79830,391,915,35527,2762,32374,391,1725,1,10290,4218,0,17,19,29071,10203,17692,1175,17702,17100,0,0,54,14,64,18,0,0,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8128,1399,26,0,8143,1252,0,0,8138,18,0,0,8105,16,5,0,8234,14108,0,0,8232,4,30,0,8100,8200,5008,5008,5002,1,NONE,JUNGLE,900,1328,2.9,2.3,1276.3,452.70000000000005,947.5999999999999,653.9,1587.5,696.6,,,,,,,0.0,1.0,6.0,3.0,,,,,,,,,,,,,,,
6,200,245,6,4,6,False,3285,3165,3100,3089,3135,3020,3340,27,9,16,8,2,7,235,6,0,0,0,0,183236,175287,6892,1055,0,38969,35222,2755,991,11187,1,29881,11135,6529,4,20,32140,8358,23641,141,24749,24200,1,1,134,12,292,20,0,0,True,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,2069,0,0,8143,1658,0,0,8138,30,0,0,8135,7226,5,0,8410,56,0,0,8304,3,3,0,8100,8300,5005,5008,5002,6,DUO,MIDDLE,900,1232,8.3,4.8,1514.6,623.9,1169.3,1191.5,1897.1,1205.6,,,,,,,3.0,0.0,2.0,0.0,,,,,,,,,,,,,,,
3,100,497,6,4,3,False,3009,3152,3089,3165,3802,1026,3340,15,4,18,9,2,2,377,3,0,0,0,0,69518,66070,2752,695,0,19293,17433,1221,638,4258,5,16520,615,615,2,38,11346,352,10917,76,13856,11850,0,0,53,4,154,14,0,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8214,1354,917,0,8275,20,0,0,8234,10080,0,0,8237,359,0,0,8410,97,0,0,8304,5,0,0,8200,8300,5008,5008,5002,3,DUO_SUPPORT,NONE,900,904,,3.0999999999999996,,529.5,,687.1,,468.1,,-2.2399999999999998,,-20.04000000000005,,-12.640000000000072,4.0,0.0,3.0,0.0,,,,,,,,,,,,,,,
2,100,245,6,4,2,True,3100,3152,3020,3089,1026,1052,3340,24,4,5,8,6,4,171,5,1,1,1,1,75346,71138,4207,0,0,27293,25099,2194,0,3622,1,6927,2629,2629,0,12,12314,2914,9310,90,13816,11385,1,0,85,4,153,11,0,0,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,1306,0,0,8143,1028,0,0,8138,30,0,0,8135,2757,5,0,8410,64,0,0,8304,3,0,0,8100,8300,5005,5008,5002,2,DUO,NONE,900,640,,8.0,,677.7,,1164.1,,1103.5,,0.06000000000000005,,76.98000000000002,,-249.25999999999993,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
3,100,110,7,4,3,False,1055,3179,3134,1036,0,2422,3340,0,1,4,0,0,0,836,0,0,0,0,0,58783,3457,52141,3185,0,5570,856,4714,0,438,2,1913,1297,0,13,10,4581,1057,3447,76,6489,4425,0,0,154,0,198,10,1,0,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229,780,0,0,8226,250,269,0,8210,0,0,0,8237,281,0,0,8304,10,3,0,8345,3,0,0,8200,8300,5008,5008,5002,3,DUO,NONE,420,1191,,7.1,,283.0,,257.9,,190.7,,-0.35999999999999965,,-42.27999999999997,,-40.89999999999998,0.0,0.0,5.0,4.0,,,,,,,,,,,,,,,
4,100,81,7,4,4,True,3042,3078,1055,1036,1001,0,3363,3,6,9,2,2,1,301,1,0,0,0,0,104939,10093,80713,14132,0,15252,3508,11539,204,1155,4,5836,8180,4840,11,1,14664,5694,8753,215,8649,7283,0,0,129,12,57,12,1,0,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,186,0,0,8009,4091,500,0,9103,0,0,0,8014,248,0,0,8345,3,0,0,8347,0,0,0,8000,8300,5005,5008,5002,4,DUO_CARRY,BOTTOM,420,1532,5.0,5.1,348.5,273.20000000000005,293.4,234.3,651.2,515.8,-1.0499999999999998,-1.2999999999999998,-57.05000000000001,9.300000000000011,-269.4,-50.200000000000045,12.0,0.0,7.0,2.0,,,,,,,,,,,,,,,
