participantId,teamId,championId,spell1Id,spell2Id,stats.participantId,stats.win,stats.item0,stats.item1,stats.item2,stats.item3,stats.item4,stats.item5,stats.item6,stats.kills,stats.deaths,stats.assists,stats.largestKillingSpree,stats.largestMultiKill,stats.killingSprees,stats.longestTimeSpentLiving,stats.doubleKills,stats.tripleKills,stats.quadraKills,stats.pentaKills,stats.unrealKills,stats.totalDamageDealt,stats.magicDamageDealt,stats.physicalDamageDealt,stats.trueDamageDealt,stats.largestCriticalStrike,stats.totalDamageDealtToChampions,stats.magicDamageDealtToChampions,stats.physicalDamageDealtToChampions,stats.trueDamageDealtToChampions,stats.totalHeal,stats.totalUnitsHealed,stats.damageSelfMitigated,stats.damageDealtToObjectives,stats.damageDealtToTurrets,stats.visionScore,stats.timeCCingOthers,stats.totalDamageTaken,stats.magicalDamageTaken,stats.physicalDamageTaken,stats.trueDamageTaken,stats.goldEarned,stats.goldSpent,stats.turretKills,stats.inhibitorKills,stats.totalMinionsKilled,stats.neutralMinionsKilled,stats.totalTimeCrowdControlDealt,stats.champLevel,stats.visionWardsBoughtInGame,stats.sightWardsBoughtInGame,stats.firstBloodKill,stats.firstBloodAssist,stats.firstTowerKill,stats.firstTowerAssist,stats.firstInhibitorKill,stats.firstInhibitorAssist,stats.combatPlayerScore,stats.objectivePlayerScore,stats.totalPlayerScore,stats.totalScoreRank,stats.playerScore0,stats.playerScore1,stats.playerScore2,stats.playerScore3,stats.playerScore4,stats.playerScore5,stats.playerScore6,stats.playerScore7,stats.playerScore8,stats.playerScore9,stats.perk0,stats.perk0Var1,stats.perk0Var2,stats.perk0Var3,stats.perk1,stats.perk1Var1,stats.perk1Var2,stats.perk1Var3,stats.perk2,stats.perk2Var1,stats.perk2Var2,stats.perk2Var3,stats.perk3,stats.perk3Var1,stats.perk3Var2,stats.perk3Var3,stats.perk4,stats.perk4Var1,stats.perk4Var2,stats.perk4Var3,stats.perk5,stats.perk5Var1,stats.perk5Var2,stats.perk5Var3,stats.perkPrimaryStyle,stats.perkSubStyle,stats.statPerk0,stats.statPerk1,stats.statPerk2,timeline.participantId,timeline.role,timeline.lane,subType,gameLength,timeline.creepsPerMinDeltas.10-20,timeline.creepsPerMinDeltas.0-10,timeline.xpPerMinDeltas.10-20,timeline.xpPerMinDeltas.0-10,timeline.goldPerMinDeltas.10-20,timeline.goldPerMinDeltas.0-10,timeline.damageTakenPerMinDeltas.10-20,timeline.damageTakenPerMinDeltas.0-10,timeline.csDiffPerMinDeltas.10-20,timeline.csDiffPerMinDeltas.0-10,timeline.xpDiffPerMinDeltas.10-20,timeline.xpDiffPerMinDeltas.0-10,timeline.damageTakenDiffPerMinDeltas.10-20,timeline.damageTakenDiffPerMinDeltas.0-10,stats.neutralMinionsKilledTeamJungle,stats.neutralMinionsKilledEnemyJungle,stats.wardsPlaced,stats.wardsKilled,timeline.creepsPerMinDeltas.30-end,timeline.creepsPerMinDeltas.20-30,timeline.xpPerMinDeltas.30-end,timeline.xpPerMinDeltas.20-30,timeline.goldPerMinDeltas.30-end,timeline.goldPerMinDeltas.20-30,timeline.csDiffPerMinDeltas.30-end,timeline.csDiffPerMinDeltas.20-30,timeline.xpDiffPerMinDeltas.30-end,timeline.xpDiffPerMinDeltas.20-30,timeline.damageTakenPerMinDeltas.30-end,timeline.damageTakenPerMinDeltas.20-30,timeline.damageTakenDiffPerMinDeltas.30-end,timeline.damageTakenDiffPerMinDeltas.20-30,highestAchievedSeasonTier
7,200,21,7,4,7,False,3031,3006,6672,6676,3123,1018,3363,6,7,10,2,2,2,735,1,0,0,0,0,183728,3440,152708,27579,836,23746,963,20785,1997,2438,2,10516,8742,4639,17,10,20232,7926,11105,1200,13131,12800,1,0,236,12,158,15,0,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,995,689,305,8009,1882,0,0,9103,20,10,0,8014,591,0,0,8139,1108,0,0,8135,0,5,0,8000,8100,5005,5008,5002,7,DUO_CARRY,BOTTOM,440,1984,7.3999999999999995,7.2,443.2,292.4,439.20000000000005,246.5,692.5,146.2,-0.8999999999999999,-0.20000000000000018,-38.00000000000003,2.6999999999999886,34.69999999999996,2.5500000000000114,12.0,0.0,8.0,3.0,,7.9,,515.8,,513.5,,0.19999999999999996,,-19.750000000000057,,751.1999999999999,,-131.39999999999992,
4,100,498,1,4,4,True,3046,6671,3006,0,0,0,3340,5,2,6,4,2,1,816,1,0,0,0,0,72234,260,71060,914,308,11048,260,10564,224,961,1,2582,7633,4137,7,16,6951,3449,3283,219,8166,7600,1,0,141,0,59,11,0,0,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8008,1,50,0,8009,1162,0,0,9103,18,20,0,8014,197,0,0,8139,512,0,0,8135,0,5,0,8000,8100,5005,5008,5002,4,DUO_SUPPORT,NONE,440,1156,,7.6,,333.3,,300.7,,239.5,,1.4000000000000004,,117.33999999999995,,-175.64000000000001,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,
8,200,81,7,4,8,False,3042,3057,1001,1042,1036,0,3340,0,6,2,0,0,0,230,0,0,0,0,0,57506,5684,44146,7675,0,11241,3250,7990,0,1078,2,2813,0,0,10,0,7467,1494,5815,157,4816,4650,0,0,96,0,0,9,0,0,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,0,0,0,8009,1007,0,0,9103,0,0,0,8017,983,0,0,8210,0,0,0,8226,250,677,0,8000,8200,5005,5008,5002,8,DUO_CARRY,BOTTOM,440,1254,4.5,5.1,330.9,253.8,214.3,202.5,456.7,161.4,-2.8999999999999995,-2.55,-187.54999999999998,-89.75000000000001,-109.15,-89.9,0.0,0.0,6.0,2.0,,,,,,,,,,,,,,,
1,100,235,21,4,1,True,6662,3009,3094,3864,1036,2055,3364,5,0,8,5,1,1,0,0,0,0,0,0,24322,3987,20053,282,203,9145,718,8286,140,5312,5,4270,3073,1352,24,15,6212,1516,4369,326,7484,7275,1,0,10,0,198,10,3,0,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,314,231,0,8463,568,0,0,8473,477,0,0,8451,130,0,0,8009,1477,0,0,9104,16,20,0,8400,8000,5005,5008,5002,1,DUO_SUPPORT,MIDDLE,420,1208,0.6,0.4,403.8,319.8,407.9,288.6,353.1,268.1,,,,,,,0.0,0.0,13.0,0.0,,,,,,,,,,,,,,,
10,200,412,3,4,10,True,3190,3117,2055,3855,0,0,3364,1,0,8,0,1,0,0,0,0,0,0,0,16798,6807,4973,5018,0,3133,2386,747,0,391,5,3934,3047,640,12,20,3048,1085,1963,0,4978,4375,0,0,22,0,65,8,5,0,False,False,False,True,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,464,0,0,8463,664,0,0,8473,144,0,0,8451,95,0,0,8306,1,0,0,8347,0,0,0,8400,8300,5007,5002,5002,10,DUO_SUPPORT,NONE,420,952,,1.5,,295.7,,224.3,,141.6,,0.5800000000000001,,50.099999999999994,,-91.27999999999997,0.0,0.0,9.0,0.0,,,,,,,,,,,,,,,
10,200,143,14,4,10,True,3157,6653,3020,3853,4637,3165,3364,9,11,17,2,2,2,379,1,0,0,0,0,105845,97400,5731,2713,0,34697,30711,1387,2597,1774,1,9891,8880,2106,84,47,26839,9164,17036,638,15290,13625,0,0,55,4,213,18,7,0,False,False,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8229,1918,0,0,8226,250,602,0,8210,25,0,0,8237,737,0,0,8126,775,0,0,8106,4,0,0,8200,8100,5008,5008,5002,10,DUO_SUPPORT,BOTTOM,420,2481,1.8,0.30000000000000004,434.0,249.9,313.29999999999995,229.2,586.6,266.5,0.3500000000000003,0.8500000000000001,21.5,30.100000000000023,-30.399999999999977,-10.100000000000009,0.0,0.0,33.0,13.0,1.6,1.3,749.1,470.0,505.7,367.1,-1.95,-0.050000000000000044,79.10000000000002,81.89999999999998,984.7,659.8,109.50000000000006,120.34999999999997,
2,100,235,21,4,2,False,6662,3009,3133,3864,3067,6609,3364,3,4,18,3,1,1,993,0,0,0,0,0,51853,6035,45818,0,342,23781,1239,22542,0,15145,5,24200,955,377,73,51,28996,8071,19635,1289,10113,9150,0,0,37,0,729,14,6,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,1357,997,0,8463,882,0,0,8473,1090,0,0,8451,213,0,0,8009,3402,0,0,9103,24,50,0,8400,8000,5005,5008,5003,2,DUO_SUPPORT,BOTTOM,420,2137,1.2999999999999998,0.8,342.20000000000005,317.20000000000005,328.4,259.9,658.8,152.5,-1.3,-0.75,5.850000000000023,28.25000000000003,-39.50000000000006,-46.650000000000006,0.0,0.0,33.0,17.0,0.8,1.2,321.6,431.7,216.8,255.10000000000002,-0.7000000000000002,0.10000000000000031,-442.19999999999993,-58.349999999999994,1334.4,1138.7,552.3000000000002,254.80000000000007,
5,100,235,21,4,5,False,6672,1042,3009,3864,1018,0,3364,3,6,4,0,1,0,363,0,0,0,0,0,18122,0,17286,835,275,8884,0,8048,835,4156,4,4172,446,152,27,26,10171,6197,3596,377,6885,5700,0,0,12,0,98,9,4,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8351,37,0,0,8304,11,1,5,8345,3,0,0,8410,62,0,0,8009,1106,0,0,9104,0,0,0,8300,8000,5005,5008,5003,5,DUO_SUPPORT,BOTTOM,420,1207,0.4,0.8,349.8,243.9,445.0,191.9,741.0,276.1,-2.1499999999999995,-0.3999999999999999,-76.45000000000002,-77.89999999999998,303.25,160.79999999999998,0.0,0.0,14.0,6.0,,,,,,,,,,,,,,,
4,100,201,14,4,4,True,3190,2055,3857,3076,3047,3050,3364,0,5,26,0,0,0,532,0,0,0,0,0,22528,8785,6630,7113,0,7078,5619,835,624,3110,5,20606,838,223,58,32,18330,9954,8074,302,8605,7975,0,0,35,0,164,15,9,0,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8465,2652,0,0,8463,1495,0,0,8473,536,0,0,8451,197,0,0,8347,0,0,0,8306,5,0,0,8400,8300,5007,5002,5002,4,DUO_SUPPORT,BOTTOM,420,1995,1.6,1.2000000000000002,353.6,258.3,249.6,157.6,461.29999999999995,309.29999999999995,1.1499999999999995,-1.4499999999999997,99.94999999999999,-57.19999999999999,-105.49999999999997,56.10000000000002,0.0,0.0,33.0,3.0,,0.4,,452.1,,271.79999999999995,,0.5500000000000003,,171.75,,746.9,,-152.65000000000003,
1,100,235,21,4,1,True,3124,1036,3864,6672,3009,3094,3364,7,10,24,4,2,1,383,1,0,0,0,0,46298,1366,40453,4478,317,26052,761,21982,3308,8504,5,10915,9651,3394,64,55,19406,7495,9937,1973,11927,10450,2,0,18,0,167,14,4,0,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8351,64,0,0,8304,8,1,5,8345,3,0,0,8410,125,0,0,8009,3375,0,0,9104,14,40,0,8300,8000,5005,5008,5002,1,DUO_SUPPORT,BOTTOM,420,1844,0.4,0.4,311.3,288.70000000000005,299.6,280.2,738.2,322.1,-0.04999999999999982,0.15000000000000058,-12.650000000000006,60.45000000000006,-34.05000000000001,-168.75,0.0,0.0,19.0,14.0,,1.0,,581.5,,534.3,,1.0,,65.44999999999999,,703.8,,-690.05,
6,200,235,21,4,6,True,0,6672,3864,1042,3009,3094,3364,3,2,14,3,2,1,865,1,0,0,0,0,36142,889,32340,2913,353,19056,396,16678,1981,9606,5,4248,7089,3017,71,46,9896,4092,5752,52,9856,7975,0,0,26,0,155,14,9,0,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8351,64,0,0,8304,12,0,0,8345,3,0,0,8410,85,0,0,8009,2711,0,0,9104,23,20,0,8300,8000,5005,5008,5002,6,SOLO,BOTTOM,420,1729,0.7,1.0,294.1,234.8,228.60000000000002,209.6,233.8,291.6,-1.2000000000000002,-0.8,-56.599999999999994,-57.30000000000001,-63.69999999999999,66.0,0.0,0.0,36.0,13.0,,,,,,,,,,,,,,,
7,200,360,7,4,7,True,2420,6673,3072,6676,3033,3006,3340,10,4,9,4,2,3,1088,2,0,0,0,0,221391,20308,195987,5095,634,27422,2624,23671,1126,2727,2,17076,9824,4901,19,9,24762,12407,12060,294,16470,14550,3,0,257,36,75,17,0,0,False,False,True,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8010,583,0,0,8009,2399,0,0,9103,22,30,0,8014,643,0,0,8139,971,0,0,8135,0,5,0,8000,8100,5005,5008,5002,7,DUO_CARRY,BOTTOM,440,2029,8.8,8.9,449.1,297.3,494.20000000000005,308.2,607.2,158.3,0.8500000000000001,1.2000000000000002,4.650000000000006,9.450000000000003,125.80000000000001,48.04999999999999,24.0,8.0,9.0,6.0,,5.800000000000001,,590.5,,487.6,,0.7500000000000002,,61.10000000000002,,1212.3,,329.05,
9,200,517,12,4,9,False,3157,6656,3165,3108,3047,0,3340,6,11,11,0,1,0,296,0,0,0,0,0,125510,96074,7327,22108,0,22945,22595,218,132,7991,1,28231,5575,2389,25,38,36708,11441,22599,2666,11199,11075,1,0,140,4,401,16,1,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,355,0,0,8009,2943,0,0,9103,20,40,0,8014,457,0,0,8347,0,0,0,8345,3,0,0,8000,8300,5005,5008,5002,9,SOLO,TOP,430,1955,5.6,4.9,607.2,405.9,385.8,254.39999999999998,874.0999999999999,530.5999999999999,-3.0000000000000004,-2.6,18.60000000000005,-88.69999999999999,-254.3,-77.00000000000003,4.0,0.0,10.0,3.0,,3.0999999999999996,,440.9,,382.79999999999995,,-0.5,,-139.80000000000004,,1755.5,,127.19999999999993,
2,100,360,7,4,2,False,2420,6673,3006,6676,1038,3072,3340,11,7,7,5,2,3,401,1,0,0,0,0,165710,14887,149912,909,577,26491,2131,23857,501,2780,3,15786,2878,286,11,6,22471,3784,17489,1196,13790,13350,0,0,247,8,20,15,0,0,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,334,0,0,8009,2531,0,0,9103,19,0,0,8014,685,0,0,8139,972,0,0,8135,0,4,0,8000,8100,5005,5008,5002,2,DUO_CARRY,BOTTOM,440,1809,8.100000000000001,7.199999999999999,479.6,288.5,415.79999999999995,304.5,664.2,486.90000000000003,-0.09999999999999964,-1.2499999999999998,55.400000000000034,-93.59999999999998,-77.89999999999992,37.80000000000004,4.0,4.0,7.0,2.0,,9.4,,574.5999999999999,,606.9,,1.0000000000000004,,-125.00000000000003,,1096.0,,92.94999999999999,
6,200,235,21,4,6,True,3864,6662,3133,3067,3111,1036,3364,0,4,6,0,0,0,801,0,0,0,0,0,44540,2828,36623,5087,259,9934,795,9139,0,5695,5,11190,10371,1548,53,28,12365,6606,5439,318,7596,6875,0,0,30,12,549,12,3,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,465,317,0,8463,383,0,0,8473,603,0,0,8453,672,238,0,8009,1009,0,0,9104,23,0,0,8400,8000,5005,5008,5002,6,DUO_SUPPORT,BOTTOM,420,1638,1.1,0.8,305.7,282.6,289.1,212.5,484.5,145.10000000000002,,,,,,,0.0,0.0,22.0,8.0,,,,,,,,,,,,,,,
6,200,222,7,4,6,False,3026,6672,3006,3094,1038,0,3363,1,10,10,0,1,0,429,0,0,0,0,0,158205,4013,143436,10755,443,12360,1000,10685,675,2981,3,6397,13916,4304,28,22,22606,12357,9919,329,11663,11600,0,0,187,34,93,14,0,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,52,0,0,8009,725,0,0,9103,23,40,0,8014,57,0,0,8139,564,0,0,8135,0,5,0,8000,8100,5005,5008,5002,6,DUO_CARRY,BOTTOM,420,2169,6.1,6.4,391.3,242.60000000000002,361.8,263.2,484.0,391.5,0.2999999999999998,-0.5,28.55000000000001,-87.75000000000001,-288.44999999999993,73.40000000000002,18.0,7.0,12.0,5.0,5.8,3.3,557.0,358.4,445.4,254.5,0.8999999999999999,-0.9000000000000001,32.60000000000002,-90.35,553.8,822.6,28.800000000000068,-61.94999999999993,
4,100,64,11,4,4,False,6692,3111,3814,1029,0,0,3340,1,6,7,0,1,0,565,0,0,0,0,0,113860,29309,74048,10503,0,11388,2562,8532,293,7733,1,20233,10232,927,23,19,22173,6499,14951,723,8075,8000,1,0,13,114,493,13,6,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,188,0,0,9111,184,160,0,9104,19,10,0,8014,201,0,0,8347,0,0,0,8304,11,1,5,8000,8300,5005,5008,5002,4,NONE,JUNGLE,420,1722,0.8,0.2,463.3,249.7,302.1,224.1,910.4,685.0,-0.09999999999999998,-0.3,-26.5,-95.70000000000002,-365.4,-208.00000000000006,76.0,12.0,12.0,1.0,,,,,,,,,,,,,,,
9,200,85,32,4,9,False,3157,4636,3020,4629,3089,4630,2052,11,7,7,3,2,4,357,1,0,0,0,0,42221,38100,2933,1188,0,16818,15781,359,678,1142,1,7809,355,355,0,11,19399,16734,2397,267,14903,14550,0,0,37,0,14,18,0,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8128,1148,17,0,8143,463,0,0,8138,30,0,0,8106,5,0,0,8347,0,0,0,8313,0,0,0,8100,8300,5008,5008,5002,9,DUO_SUPPORT,MIDDLE,450,1382,1.9,1.3,990.6,616.6,716.9000000000001,493.70000000000005,1093.8,419.2,,,,,,,,,,,,,,,,,,,,,,,,,
10,200,360,1,4,10,True,3072,6673,0,6676,3006,0,3363,5,7,9,2,2,1,585,1,0,0,0,0,177664,17100,159909,654,489,22800,2096,20048,654,2262,1,15848,10744,3649,27,4,25455,9714,14250,1490,13940,11475,2,0,228,24,16,16,1,0,False,False,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8010,626,0,0,8009,1722,0,0,9103,25,30,0,8014,518,0,0,8139,949,0,0,8135,0,5,0,8000,8100,5005,5008,5002,10,DUO_CARRY,BOTTOM,420,2030,7.7,8.1,383.8,308.0,355.7,290.7,774.0999999999999,239.0,0.04999999999999982,0.04999999999999982,-167.49999999999994,-2.850000000000037,-61.70000000000016,21.199999999999996,20.0,0.0,8.0,5.0,,5.6,,532.5999999999999,,457.7,,-0.25,,-8.75,,1007.4000000000001,,222.40000000000003,
1,100,54,32,4,1,True,4636,3020,4629,3135,1058,0,2052,14,5,8,4,3,5,296,1,1,0,0,0,35669,30246,4482,940,0,20762,19326,655,780,1847,1,22240,955,955,0,22,16773,4976,11373,423,14278,11250,0,0,18,0,143,18,0,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8128,1231,17,0,8126,513,0,0,8138,30,0,0,8106,5,0,0,8210,16,0,0,8237,276,0,0,8100,8200,5008,5008,5002,1,DUO_CARRY,MIDDLE,450,1209,1.3,0.5,1190.1,672.4,779.4,502.1,1220.5,456.8,,,,,,,,,,,,,,,,,,,,,,,,,
8,200,104,32,4,8,True,6676,6671,3006,3031,1038,1036,2052,19,5,16,7,2,5,337,3,0,0,0,0,73997,2416,69467,2112,479,24667,2191,20362,2112,2572,1,5675,3602,3602,0,15,12559,7738,3204,1616,14683,12550,0,1,71,0,145,17,0,0,False,False,False,True,True,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8230,17,0,0,8275,10,0,0,8234,3494,0,0,8237,347,0,0,9104,5,20,0,9111,1043,350,0,8200,8000,5005,5008,5002,8,DUO,NONE,450,947,,5.1,,850.9,,760.5999999999999,,516.2,,-0.08000000000000007,,1.6399999999999295,,-72.4199999999999,,,,,,,,,,,,,,,,,,,
5,100,235,21,4,5,False,6672,3009,2055,3864,3086,0,3364,0,12,8,0,0,0,202,0,0,0,0,0,27227,0,25546,1680,281,8582,0,8338,244,5367,5,7875,603,0,26,22,18191,8670,8626,893,6411,5775,0,0,27,0,76,12,3,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8351,32,0,0,8304,11,1,5,8345,3,0,0,8410,53,0,0,8009,771,0,0,9104,0,0,0,8300,8000,5005,5008,5002,5,DUO_SUPPORT,BOTTOM,420,1559,0.6000000000000001,0.2,355.5,189.8,241.8,175.9,661.5,407.4,-3.1500000000000004,-2.25,-192.54999999999998,-108.60000000000001,84.44999999999999,28.549999999999955,0.0,0.0,11.0,3.0,,,,,,,,,,,,,,,
2,100,235,21,4,2,False,6662,3111,3086,3864,3071,3033,3364,5,11,15,2,1,1,442,0,0,0,0,0,56963,7097,48531,1334,308,20467,1466,18585,416,14947,5,30428,2788,1248,73,29,37943,17141,17698,3102,12508,11425,0,0,35,0,838,16,5,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,840,590,0,8463,691,0,0,8473,854,0,0,8453,1516,714,0,8009,2627,0,0,9104,20,30,0,8400,8000,5005,5008,5002,2,DUO_SUPPORT,BOTTOM,420,2331,1.4,0.5,447.6,287.9,386.5,257.5,833.0,407.0,-0.3999999999999999,-0.6500000000000001,-19.849999999999994,-35.25000000000003,120.1,101.60000000000002,0.0,0.0,27.0,15.0,0.6,1.1,533.4,381.6,352.2,257.9,-1.5999999999999999,0.5499999999999998,73.59999999999997,107.89999999999998,1225.8,1246.4,274.89999999999986,539.8000000000002,
10,200,235,21,4,10,True,3123,6670,0,3864,2422,1037,3364,1,0,5,0,1,0,0,0,0,0,0,0,20589,0,20589,0,223,4337,0,4337,0,3926,4,1692,3964,2840,18,17,4193,890,3227,76,4994,3625,0,0,5,0,84,8,2,0,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8351,30,0,0,8304,9,4,5,8345,3,0,0,8410,36,0,0,8009,815,0,0,9104,0,0,0,8300,8000,5005,5008,5003,10,DUO_SUPPORT,NONE,420,885,,0.4,,286.2,,290.4,,278.4,,0.3999999999999999,,32.56,,-105.12000000000003,0.0,0.0,10.0,1.0,,,,,,,,,,,,,,,
1,100,235,21,4,1,True,6662,3009,3071,3864,2055,3123,3364,7,5,16,3,2,2,529,1,0,0,0,0,31000,2313,27120,1567,333,12293,766,11527,0,11916,5,15010,6329,964,80,26,18245,7824,9797,623,11229,8475,1,0,21,4,260,13,5,0,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,427,306,0,8463,486,0,0,8473,946,0,0,8453,1177,490,0,8009,2403,0,0,9104,15,0,0,8400,8000,5005,5008,5003,1,DUO_SUPPORT,BOTTOM,420,1844,0.4,0.5,332.9,243.3,326.9,307.2,720.0,331.9,-1.2000000000000002,0.25,-24.39999999999995,3.0500000000000114,156.25000000000003,12.899999999999949,0.0,0.0,30.0,16.0,,1.2000000000000002,,409.9,,347.1,,-1.4500000000000002,,46.79999999999998,,752.1,,-287.15000000000003,
7,200,96,13,4,7,True,6653,3040,3020,3165,4628,0,0,11,5,29,3,1,4,636,0,0,0,0,0,72103,62990,6161,2951,0,35221,32366,511,2344,2802,1,4624,658,658,0,19,14236,6190,5306,2740,15559,13000,1,0,43,0,403,18,0,0,False,False,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8128,2500,29,0,8126,632,0,0,8138,30,0,0,8135,2133,5,0,8226,250,2099,0,8210,42,0,0,8100,8200,5008,5008,5003,7,DUO_SUPPORT,MIDDLE,450,1364,1.7000000000000002,2.5,1388.0,686.2,702.2,503.20000000000005,841.0,284.7,,,,,,,,,,,,,,,,,,,,,,,,,
9,200,202,32,4,9,False,3009,6671,6676,3031,3086,2015,2052,12,4,10,7,3,3,441,1,1,0,0,0,77985,5958,70772,1254,881,20345,2266,16985,1094,3148,1,4588,322,322,0,21,12817,10543,2273,0,12944,12450,0,0,66,0,133,16,0,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8128,1498,22,0,8126,705,0,0,8138,18,0,0,8135,2910,5,0,9103,11,30,0,8009,2132,0,0,8100,8000,5008,5008,5003,9,DUO,NONE,450,1036,,3.0,,686.7,,586.5,,524.1,,-0.2599999999999998,,-53.020000000000095,,175.1,,,,,,,,,,,,,,,,,,,
8,200,235,21,4,8,True,6672,3124,3009,3864,3094,3035,3364,13,4,14,4,3,3,627,1,1,0,0,0,87314,1509,77705,8099,287,30683,760,26262,3660,7657,5,7519,12642,7179,62,48,11858,5107,6582,168,13704,11475,3,0,33,16,274,15,3,0,True,False,True,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8351,62,0,0,8304,9,0,0,8345,3,0,0,8410,103,0,0,9104,19,20,0,8009,3280,0,0,8300,8000,5005,5008,5003,8,DUO_SUPPORT,BOTTOM,420,1707,1.3,0.4,544.4,297.7,521.0,330.5,425.20000000000005,249.7,0.3999999999999999,-0.5,208.15,35.599999999999994,-179.45000000000005,-47.599999999999994,4.0,4.0,20.0,12.0,,,,,,,,,,,,,,,
9,200,80,32,4,9,False,6692,3111,6676,3134,1036,0,2052,7,12,11,2,1,2,106,0,0,0,0,0,30094,5435,23903,754,451,10602,1175,9107,319,1257,1,11815,0,0,0,7,19940,13762,4546,1631,9822,8750,0,0,16,0,10,15,0,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8128,887,16,0,8143,151,0,0,8138,18,0,0,8106,5,0,0,9111,314,180,0,8014,316,0,0,8100,8000,5008,5008,5002,9,DUO_SUPPORT,NONE,450,892,,0.8,,626.9,,487.5,,1250.8,,-0.5600000000000002,,-128.60000000000008,,287.66,,,,,,,,,,,,,,,,,,,
1,100,157,32,4,1,False,6672,3006,3072,6676,3086,1036,2052,10,9,11,3,2,3,250,1,0,0,0,0,71339,4068,62410,4859,503,16581,971,13393,2216,3655,1,26281,291,291,0,26,21846,8621,12959,266,12783,12300,0,0,46,0,59,17,0,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,537,0,0,9111,388,210,0,9103,13,10,0,8017,1642,0,0,8139,924,0,0,8135,1719,5,0,8000,8100,5005,5008,5002,1,DUO_SUPPORT,NONE,450,1122,,1.7000000000000002,,618.7,,490.09999999999997,,575.9000000000001,,-0.36,,26.119999999999948,,-61.19999999999999,,,,,,,,,,,,,,,,,,,
6,200,81,7,4,6,False,3070,3508,3158,3133,1036,0,3340,3,6,5,2,1,1,489,0,0,0,0,0,57465,7223,50242,0,312,10200,2497,7703,0,838,2,3802,237,237,5,0,13112,6332,6454,326,6655,5700,0,0,118,0,0,10,0,0,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,17,0,0,8009,1884,0,0,9103,0,0,0,8017,898,0,0,8210,0,0,0,8226,250,441,0,8000,8200,5005,5008,5002,6,DUO_CARRY,BOTTOM,420,1214,5.4,6.4,336.2,278.0,310.6,301.9,816.3,464.6,-2.0999999999999996,-1.6000000000000003,-193.70000000000005,-21.69999999999999,-162.2,5.5,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,
6,200,222,7,4,6,True,1055,6672,3006,0,3094,1038,3363,5,3,9,2,2,2,595,1,0,0,0,0,110454,1571,101979,6903,467,12023,460,10654,907,3024,2,4459,5772,3764,16,7,9358,3258,5793,306,10621,8875,1,0,178,8,55,14,2,0,False,False,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8008,1,40,0,8009,1499,0,0,9103,23,30,0,8014,255,0,0,8135,1152,5,0,8139,557,0,0,8000,8100,5005,5008,5002,6,DUO_CARRY,BOTTOM,420,1616,7.6,6.6,395.7,327.3,345.9,328.6,226.0,298.9,,,,,,,4.0,0.0,9.0,2.0,,,,,,,,,,,,,,,
